quantity,productid,name,set_name,language,finish,"buy_price (as of 10/19/2024, 8:29:36 AM EST)","trade_price  (as of 10/19/2024, 8:29:36 AM EST)"
0,SGL-MTG-LEA-232-ENN1,Black Lotus,Alpha,en,Non-foil,65000,84500
